Filename,Transcription,Audio File,Speaker Accent,Register,Loan Word Languages,Genders Present,Speaker Count,Region
Tangier_2-151_16k.wav,راجعتهم شوية، ثم بديت كنكتب على مرحلة الطفولة. قلت أجي علاش ما نكتبش على مرحلة الطفولة ديالي كي جرات، بديت كنتذكر من الذاكرة. أنا ما عنديش شي مراجع. نعم. من الذاكرة. فكتبت هديك واحد مجموعة من الصفحات لي صبحت بحال شي فصل على الطفولة وكنت مقرر أنني نواصلها، لكن انقطعت بفعل واحد الانشغالات. ثم كانو بعض الأصدقاء لي كنا كنجلسو فبعض الجلسات,Tangier_2-151.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/mqpzzFv-zkbGKWZIbWMm1A/cPrbP3X_hlstUOFShFBJeCPBVPeAfE-61YIKVN-u7vbiLGC4mA6XprMvI5R1fkGL3YoIYWzRNq94-WVVZ6LbuihIfgPVEKyLlFu-lq8XigpSnXb7CMeJ_-W8nlK1Spum-CPit8VyfM14FeEXvxNCHd9k8C-ewrphhy5uF4UmNPM/c1toQVh4H-gvEvq-HyITGF0F5PvPEXSkmY-hPRINcW0),Of Casablanca,Mixed/Educated Moroccan Arabic,,"Male,Female",2,Tangier
Tangier_3-01_16k.wav,حتى هنا في Paris خرجت فل نتاع تاع حرائق واضرابات ال شو اسمهم ال les banlieues قبل سنوات يعني خرجت أيضا وطالبت قالت هادو هادو صحيح قد يكونو مغاربيين لي يخرجو فل أو أفارقة يخرجو فالمظاهرات ولكن أنتم حصرتوهم فدوائر أنتم قلتو لهم أنتم لا تشبهون الاخرين أنتم قلتو لهم أنتم ربع فرنسيين وهم فرنسيين نعم ويقدمون يوميا,Tangier_3-01.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/Be21ssqhr61VPkD6DkiYYQ/opSZSBgdVPD1CoT-wLQMs2ikmHQwuJ3JojApoFVhNuZFQisky1oQz9NLU1rEpynYsZU6ETbWjBsyL8bMXZBkXC3xk1Tbl_XPAR9itILjRmxGqmQxjzG8r-1QLIZqRXwztBDOlYSAPMB39at0p01VMr-H2gQhrRcua38uuNDJ4rQ/XznqM5Z0SGN9pyk57RQREEUHzgg_t0BZLWE0LTNFQ1E),Other,Mixed/Educated Moroccan Arabic,French,Male,2,Tangier
Tangier_3-05_16k.wav,بغات نعم تبقا تبقا هديك الجذوة الحرارة نتاعها هديك الجمرة هديك نعم هي تكتمل هاد الجمرة هي جمرة هي جمرة رمزية أيضا نعم جمرة قبلتها من الأربعينيات وهي تعاني وتقاسي اشتغلت فكل الأماكن لي ممكن تتخيلها تبحث ما عندهاش وين تبات تبات والدها وأمها ماتو بال بالتيفيس لي كان مرض قاتل يعني في ذلك الوقت توجد نفسها في الشوارع بسيدي بلعباس أو في تالة لي هي,Tangier_3-05.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/kO8ZviYeUoYA3OW6ox5BYQ/qgIWvjOMrcQIqbI0G1cmMuycsrn-X5B0WtnWv7J99mNv61TlttXQ15jpYgLZd7NI0SjjRS7ruo2m22280pDdQD5fG08MumKRXbeSY9QycoehVhNLRPWi-5x_oXSla-x1V_B7A9xAmn3NTAB2Is3mv4nHfdggFFXOmdVUN6AWdl8/KDTr8V7eS3mPuYYokWbQKv9MFdshT8y112e1kh4fShs),Other,Mixed/Educated Moroccan Arabic,French,Male,2,Tangier
Tangier_3-07_16k.wav,هذه الأغنية واد الشولي لي استشهدو فيه مجموعة من من من الضباط الجزائريين في عملية غير متوازنة في منطقة تلمسان كانوا الفرنسيين أقوياء بالجيش بال والبقية قليلة ولكن بالحيلة والذكاء استطاعو أنهم يفرضو نفسهم ولكن استشهدو يعني في نهاية المطاف نوع من من الاستشهاد في سبيل الوطن في ذلك الوقت وهي تصف استشهاد هؤلاء الشباب يعني,Tangier_3-07.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/b-A6ltpTXzj7v0IBl4zVTg/ENJWttMRigMBAU0NYL3mlr-NqIjzcfGUtSFapyaqAE2FLGzFGKtzTfyTUtxPcreLaT6j6_D1viMFVXA488MOb8OGT1U-yCZJfPRJCMn-KgjFAiBpnuVPPeKqMf84o1htGU9I9UmFVvsRyEtJUZrOSxqGYxgIDBuqDq9v4DmbExA/DT802mGo1dckAZHZHc8edDEc2tRwSzXDyeKv8nzsMvw),Other,Mixed/Educated Moroccan Arabic,,Male,2,Tangier
Tangier_3-08_16k.wav,أكبرهم عمره 27 سنة تخيل معي يعني يعني أن الناس هذو يمدو حياتهم وهي ترثي هي أنا نعتبرها مرثية في الحقيقة ترثي هؤلاء بشكل حزين جدا وبالقصبة وهديك القصبة الإيقاع لي يسميوه عندنا في اللغة الشعبية المرجوع نعم حزين نقول لو لما يكونو يبرحو مثلا ويتكلمو يقول لو فخاطر كذا وكذا وكذا وراه يقول لك يا الشيخ فلان الفلاني الله يرضى عليك جيب لنا المرجوع الفلاني يعني هداك الإيقاع,Tangier_3-08.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/lF68A1npDBRFn0VxD7tQgw/skYvBmHA9XwYY1eqxs-X6h8t5HA9OC-ZSTflkATUiqkRaQAaXsQEuhDciTO4NyLz2L91z_97Yrgkae8lGP-HGG_rusfhGSuwy_m_X4hiSviTDpwDuQAT4DQXRwtBDZxDdDI3Y2w8wgeWbXbskf1BO2Ogj_FktxCGPXiK2H07A2M/AXIX78D_QR8P6KKX_KGcMkTcDapFG0_6peBD7n4mpL0),Other,Mixed/Educated Moroccan Arabic,,Male,2,Tangier
Tangier_Radio_2-01_16k.wav,مثلا الأمان جميل جدا أنه الأمان كيجي من الجانب المالي ولكن خصو يكون حاضر وكيسمع باش يكون مصاحب للأبناء ديالو. يعني خاص يكون عندنا ذكاء عاطفي للتعامل مع هاد مع هاد الحالات هادو. فعلا هو هنا كيتطرح السؤال فين أنا مهتم بواحد الجانب وفين خصني نزيد نشتغل على ذاتي باش نغطي ديك الفجوة بيني وبين بهاد الجانب. وهادشي ما يمكن لو يكون إلا باشتغالنا على ذواتنا والوعي بأنفسنا.,Tangier_Radio_2-01.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/f5EIfcDlDu3vOfau2ypeiA/ywXgfN6FZ4m7AnBCSL6LcK2a6Y5X_Ao56cf_fsapr7Rjy34zgwZojoWbjW9uZHfvTSu9Up3ns3vJhmiaORH_3NflhDzjCjAg6gWEswPHARbwGaVPNaLYF3ZJ5_sn9yjxsOYGhNJWgVSjIO7Drjdk96chjVlCo_g3G6aq8gLIvjs/7ISzQgGBt5nYXQ165rsqrOl5F7Ej0Dnb0zqUISGoDeE),Of Casablanca,Mixed/Educated Moroccan Arabic,,Female,2,Tangier
Tangier_Radio_2-02_16k.wav,ونطورو ونشتغلو على ما يسمى مهارة الذكاء العاطفي. لهاد المهارة هادي مهارة جميلة جدا. أنا كنعتبرها هي المفتاح الأساسي للتوازن النفسي وبناء علاقات صحية. بحيث أن كيخلينا نوعاو بالمشاعر ديالنا، كذلك التنظيم الذاتي ولا الإدارة د هاد المشاعر، أنا كنكون عارفة راسي الحالات لي كنكون غاضبة فيها والسبب لي كيديكلونشي ديك الغضب، فوقاش كنكون حزينة، كيفاش نتعامل مع هاد المشاعر ونتحكم فيها بدل ما تقودني وتسيطر عليا. كذلك,Tangier_Radio_2-02.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/y8IpoHi37d3cazx7iYaPdg/e8v4VerHQXv8j_K-qwXi_ZXwZT4mWrj1zXt9Z4WW-GBjM-ZoIWHlnazXbk6Zy5u4m1kyo8GgQXPq4CoB93006wI_YZmeqZUsfjEcYDQdigH3gum3SoadEsjhYZFuqx29G29krzF2VKJuLvtX_8Agb_r9CVBGibf5SPY6BBZfidc/pdRjiV77mljTI8t8xpSOT2AnRj7D9QZZ2H2vx48qETc),Of Casablanca,Mixed/Educated Moroccan Arabic,French,Female,1,Tangier
Tangier_Radio_2-03_16k.wav,نراقب السلوكيات ديالي واش هي إلى تعامل معايا شي واحد بديك الطريقة غنaccepterها ولا لا، يعني كنولي واعية، وكنفعّل ما يسمى بالمراقب الذاتي. والجميل جدا هو أنني كنكون محفزة، عندي واحد المهارة التحفيز، حتا إلى فشلت ولا مثلا واحد العلاقة لي تكللت بالفشل، كنعاود نموتيفي راسي، كنقول لا إشكال، كنشوف أنا يمكن الخلل فيا ولا شنو المشكل لي خلا ديك العلاقة يكون فيها واحد الخلل إلى آخره.,Tangier_Radio_2-03.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/BQfmh25WSBUufMXufQcbyA/_Zq3ulvIm4Y912hXk9hIbTdgMk6xa_3cZ8kg59In9Bywr21TGMiROTK3kfscJGs5wnT0R_4gr3j7z0wjVxzVObJbY7ndb9WHzYxT0nrUr0k2A7nSc78pGM4g7XYvMmQXrlF34aZa1hAtuAPnlNE-fbA7o7pc9vUE9j_Aq9EBbl8/anrJ1ZFA1TAn1LOf8hGwmsyLLlPeIejw264MX0FNJb8),Of Casablanca,Mixed/Educated Moroccan Arabic,French,Female,1,Tangier
Tetouan_1-23_16k.wav,من أجل تحسين الوضعية الاجتماعية لجميع جميع لجميع أقاليم البلاد. إقليم تطوان الحمد لله جاه واحد القسط وافر من هاد من هاد المشاريع التنموية لي ما يخفاش عليكم التأثير الإيجابي ديال ديال هاد ديال هاد المشاريع التنموية خاصة على واحد واحد الفئات هشة. فئة عريضة من من المجتمع,Tetouan_1-23.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/qT1cx6fYveFbrz1A8hLRpg/GrNcasdfiCJPw-TIhukJ3Sh74jTFqq5otXfg2qzKkQcT1EX-cVgAOeiM_N51t7OfEDMCQBSXbvk835Lf9VK8PSHgTKMbGr0_n9BVBOsrDxNWgIYGEhnZH48yatiyIGP5vr5gI_LHIgU7y3SG1G3iq8359fHkQquNz8muTf8poLY/HNVyqNnCU0dP_Ff-z0FYlm7dKIZXAMwh3GiJY1DdTnk),Of Casablanca,Mixed/Educated Moroccan Arabic,,"Female,Male",2,Tangier
Tetouan_1-24_16k.wav,فيها الهشاشة وفيها حتى الشباب. إذن كنهضر على المبادرة بشكل عام ديالها. بشكل عام. ولكن فيما يخص الهشاشة عندنا واحد واحد واحد الفئات 11 الفئة راها معروفة دابا. دابا 21 سنة وحنا كنهضرو عليها. وحتى فرقنا حتى هدا هاد هاد هاد هاد الفئات استفدو بزاف من من من بنية تحتية من من مشاريع تنموية بحال بحال,Tetouan_1-24.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/zoMXRypZMZq3TuOlfLGg8Q/a1CVrTL-LBJ-UlAgUcJCpshZmrVi1V29V94Vb5O-qSOEeySOPVLbwgcm9-94vGloskCmceMoVeD3s6_EkFCWXL9m_78Yw97Ey0AcBJJ4m32Lj5ujITs0RHFnUXTPSgBCE3PESiOooBKeU9MUjMBnRXBOxWjzMdvWDFTMFUzrHLw/3XszQfAdpUZ0EF7GnmFd4iLMivGnVTzFmAnPOQw416g),Of Casablanca,Mixed/Educated Moroccan Arabic,,"Female,Male",2,Tangier
Tetouan_1-25_16k.wav,مراكز اجتماعية من نقل مدرسي لي هاد النقل المدرسي تم اختيار هاد الجماعات الترابية لي استفدت منو حسب دراسة دقيقة ل للخصاص للخصاص بهذا المسجل بهاد القطاع وكذلك بالخريطة المدرسية إذن وكيف ما كتعرفو هاد العام كان الشعار ديال المبادرة ديال ديال هاد العيد ديال المبادرة الوطنية للتنمية البشرية الواحد والعشرين,Tetouan_1-25.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/qWs-Pp80Qi24eOZv4h9HZA/Qa-cEpKNohVoxSnYrsch6Wqgf8SNLZnw0KEAe3AS4Oo0w2LtmLLsEqZeqdpwr5Urr4VnRShzE8ZTPpmOBGcWkATKk5Iz-WPPZsWqhJp4mQr9wM57sY-y-OBWxlPxEvvUC9ET7DllsBikemLl_7qWyLjNnSu_T0RB-Rau4WcxzLU/XdqAGGl7qHFFxYcybG2oJoJeq20H3nWmslREUB5v_Dg),Of Casablanca,Mixed/Educated Moroccan Arabic,,"Female,Male",2,Tangier
Tetouan_1-26_16k.wav,هو أن هو المبادرة الوطنية، حكامة المبادرة الوطنية، رافعة لتعزيز التنمية البشرية. وهادشي دار هاد حكامة المبادرة الوطنية سلطنا الضوء على أجهزة الحكامة الترابية لي هي اللجان الإقليمية، الجهوية، والمحلية لي كتنتقي هاد لي كتنزل لتنزيل هاد البرامج التنموية على أرض الواقع عبر الإنتقاء التشاركي,Tetouan_1-26.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/aOjgWMALp7TqKisvoFdOvQ/e5Ja33qQOVuQcV8ltGerXH_58YpvMGnzRtJbZdlqjGBvzbKuz4JWUPhGHb3rJh_SSzw_2In883gOQ4IvvX4XFrFR3SUnJpKphnQN8l_g7k2WGBxG-CTikKl_DdapHTNTRomwqNZOEaZtN8WfEiYMDrlnNMyL6_FR47ITS9njYQA/toPu-dm8EI9vmtEmMRbDbKz95YPcDeT1oaV3AmCO71g),Of Casablanca,Mixed/Educated Moroccan Arabic,,"Female,Male",2,Tangier
Tetouan_1-36_16k.wav,نقولو سيدنا الله ينصرو هو لي عطى انطلاقة ديال المبادرة باش يستافدو منها الفئة المستهدفة فالأحياء الشعبية، كنهضرو على تطوان فالأحياء الشعبية، فالأحياء الهامشية، الحمد لله ولله الحمد، المبادرة فتطوان عطات نتائج لي هي رائعة ومرضية وفرحانين بها حنا كمجتمع مدني، وحنا كمجتمع مدني كنمثلو الساكنة. نعم. حنا بالنسبة لنا للشراكة لي مع المبادرة الوطنية للتنمية البشرية، حنا كنشتغلو مع المبادرة من 2000,Tetouan_1-36.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/WYx7DY4kLc40TmiblU1fIg/yxzp7i3u-NkI2RvMPIxijByhB1GsgPirisy4Coenzjhp_9NhkwjwvvyafWz5KTxfihkA0hDtlikqL4EKmU3-n69-lFFOr-BQ-3x5PjBxJOssLfDQErNAAL88lYMErgdswm7noAD5NC69pJql0YUHYFYKucBElmrgbwn3dcat_-o/22VLEKtEFbc6_TWtJGVtamp7R-rkr8fpXefusZChHSA),Of Tangier/Tetouan,Mixed/Educated Moroccan Arabic,,Female,1,Tangier
Tetouan_1-37_16k.wav,و 13 من 2013 و حنا كنشتغلو مع المبادرة الوطنية في 2014 تبنى مركز تكوين و تقوية قدرات النساء فطريق سمسة فجامع المزواق كان أول مركز فجامع المزواق لي تم تسليم للجمعية بتدشين ملكي بسيدنا الله ينصرو كان المركز ديال جامع المزواق مركب اجتماعي درسا في 2014 مركز في النساء في وضعية صعبة في سدينا هادو مراكز لي,Tetouan_1-37.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/TdbiXzxTHRNZnJHAzwkZUg/H_H-jK6gUQjCkQRYJx8TVUlK8_-gsCY8gWgefOatZlzbmTUh8fC4eZDVa2uwJW5fthm-fSGnPpmMX11Q1QwquPp3Up5LUIT-cKC2weg8lJ7FWVD6b89Xl8ixKLmDEfPJ1Pg0rPWpECcmmGlX5hzW2nDvidDHR___7z1fiQibtOw/sVrpAjxzFsoiCZIMDdnj68gFX6wH2BbqQCYe2Mq26iM),Of Tangier/Tetouan,Mixed/Educated Moroccan Arabic,,Female,1,Tangier
Tetouan_1-41_16k.wav,والناس ديال ديال الحي. عندنا رياض الأطفال داخل المراكز ديالنا، كيستافدو منهم الأمهات، كيجيبو وليداتهم كيحطوهم فرياض الأطفال، وكتيح الفرصة للأم باش تكون عندنا. كاين فضاء فين تخلي الطفل ديالها ولا الطفلة باقين صغار. الحمد لله، بالنسبة للمراكز ديالنا ما كيقتصرو غير على التكوين. عندنا فضاءات كنعملو فيهم لقاءات تحسيسية، اشتغلنا مع المبادرة,Tetouan_1-41.wav (https://v5.airtableusercontent.com/v3/u/54/54/1780862400000/iq1CeJZxtDyrLm7nSBhnEw/yqlHVy1nyodyHm2Ban64c5yJr35DABQw1bSzoptqweXPXDKpYkNIbXMjui6q1STDn_ZMkckVBh5AMsTIXD4rC-Heoa1MZZyc1XAYk8mUqP1PXL2DcE1ZyRuieYm48F3JtWNbMh43VwZb9fNHAePHx7ocqLg41K0aqwkkXoM5Y_0/FMjzAr3dvsm778mhQ99CAr4SU7KMTNnRHJlvrbf36nw),Of Tangier/Tetouan,Mixed/Educated Moroccan Arabic,,Female,1,Tangier
